jcm,organism,meo,label_meo
JCM_11786,Cladosporium oxysporum,MEO_0000811,spikelet
JCM_11787,Cladosporium sphaerospermum,MEO_0000379,leaf
JCM_11788,Cladosporium sphaerospermum,MEO_0000419,plant body associated
JCM_11830,Psychromonas hadalis,MEO_0000066,sediment
JCM_11831,Colwellia piezophila,MEO_0000066,sediment
JCM_11832,Methanosphaera stadtmaniae,MEO_0000054,feces
JCM_11832,Methanosphaera stadtmaniae,MEO_0000627,feces
JCM_11834,Methanococcus igneus,MEO_0000686,hydrothermal sediment
JCM_11835,Shewanella surugensis,MEO_0000724,deep sea
JCM_11836,Shewanella kaireitica,MEO_0000724,deep sea
JCM_11837,Actinobispora alaniniphila,MEO_0000007,soil
JCM_11838,Actinobispora aurantiaca,MEO_0000007,soil
JCM_11839,Actinobispora xinjiangensis,MEO_0000007,soil
JCM_11883,Nocardia pseudovaccinii,MEO_0000007,soil
JCM_11886,Methanocaldococcus indicus,MEO_0000724,deep sea
JCM_11887,Thermodesulfatator indicus,MEO_0000724,deep sea
JCM_11888,Halorubrum tibetense,MEO_0000024,lake
JCM_11889,Halorubrum tibetense,MEO_0000024,lake
JCM_11934,Propionicimonas paludicola,MEO_0000419,plant body associated
JCM_11935,Pseudonocardia spinosispora,MEO_0000655,mine soil
JCM_11936,Balneimonas flocculans,MEO_0000029,hot spring
JCM_11938,Pseudomonas brassicacearum subsp. brassicacearum,MEO_0000055,rhizosphere
JCM_11939,Pseudomonas kilonensis,MEO_0000125,agricultural soil
JCM_1200,Bifidobacterium pseudocatenulatum,MEO_0000054,feces
JCM_1200,Bifidobacterium pseudocatenulatum,MEO_0000627,feces
JCM_1201,Corynebacterium autotrophicum,MEO_0000007,soil
JCM_1202,Corynebacterium autotrophicum,MEO_0000013,sludge
JCM_1203,Corynebacterium autotrophicum,MEO_0000007,soil
JCM_12035,Hypocrea nigricans,MEO_0000700,mountain
JCM_12039,Hypocrea nigricans,MEO_0000700,mountain
JCM_1204,Xanthobacter flavus,MEO_0000007,soil
JCM_1205,Bifidobacterium pseudolongum subsp. pseudolongum,MEO_0000054,feces
JCM_1205,Bifidobacterium pseudolongum subsp. pseudolongum,MEO_0000627,feces
JCM_1207,Bifidobacterium thermophilum,MEO_0000054,feces
JCM_1207,Bifidobacterium thermophilum,MEO_0000627,feces
JCM_12090,Rheinheimera pacifica,MEO_0000724,deep sea
JCM_12091,Aeropyrum camini,MEO_0000724,deep sea
JCM_12140,Curtobacterium herbarum,MEO_0000383,phyllosphere
JCM_12141,Mycobacterium hodleri,MEO_0000649,contaminated soil
JCM_12142,Mycobacterium peregrinum,MEO_0000505,set of bronchi
JCM_12142,Mycobacterium peregrinum,MEO_0000770,aspirate
JCM_12143,Mycobacterium terrae,MEO_0000403,sputum
JCM_12144,Plantibacter flavus,MEO_0000383,phyllosphere
JCM_12145,Subtercola pratensis,MEO_0000383,phyllosphere
JCM_12146,Turicella otitidis,MEO_0000173,bodily fluid
JCM_12146,Turicella otitidis,MEO_0000606,middle ear
JCM_12190,Erythrobacter aquimaris,MEO_0000066,sediment
JCM_12191,Erythrobacter aquimaris,MEO_0000066,sediment
JCM_12192,Shewanella marisflavi,MEO_0000041,marine water
JCM_12193,Shewanella aquimarina,MEO_0000041,marine water
JCM_12194,Trichosporon vadense,MEO_0000007,soil
JCM_12195,Trichosporon smithiae,MEO_0000007,soil
JCM_12241,Georgenia muralis,MEO_0000333,wall
JCM_12243,Clostridium bolteae,MEO_0000054,feces
JCM_12243,Clostridium bolteae,MEO_0000627,feces
JCM_12245,Bacteroides buccae,MEO_0000479,gingiva
JCM_12245,Prevotella buccae,MEO_0000479,gingiva
JCM_12246,Bacteroides buccalis,MEO_0000048,dental plaque
JCM_12246,Prevotella buccalis,MEO_0000048,dental plaque
JCM_12249,Bacteroides loescheii,MEO_0000479,gingiva
JCM_12249,Prevotella loescheii,MEO_0000479,gingiva
JCM_12290,Halorubrum tebenquichense,MEO_0000024,lake
JCM_12291,Marinobacter alkaliphilus,MEO_0000673,alkaline mud
JCM_12292,Marinobacter alkaliphilus,MEO_0000673,alkaline mud
JCM_12293,Bacillus caldotenax,MEO_0000642,pool
JCM_12294,Desulfococcus niacini,MEO_0000045,marine mud
JCM_12294,Desulfobacterium niacini,MEO_0000045,marine mud
JCM_12295,Desulfobacterium vacuolatum,MEO_0000069,anoxic
JCM_12295,Desulfobacterium vacuolatum,MEO_0000045,marine mud
JCM_12296,Desulfobacterium cetonicum,MEO_0000011,oil field
JCM_12297,Desulfosarcina ovata,MEO_0000326,oil reservoir
JCM_12298,Desulfothermus naphthae,MEO_0000066,sediment
JCM_12343,Actinocatenispora thailandica,MEO_0000701,peat swamp
JCM_12344,Actinocatenispora thailandica,MEO_0000701,peat swamp
JCM_12345,Micromonospora eburnea,MEO_0000701,peat swamp
JCM_12346,Micromonospora eburnea,MEO_0000701,peat swamp
JCM_12347,Natronococcus zabuyensis,MEO_0000024,lake
JCM_12348,Natrialba aibiensis,MEO_0000024,lake
JCM_12349,Natrinema aidingensis,MEO_0000024,lake
JCM_12393,Kitasatospora putterlickiae,MEO_0000055,rhizosphere
JCM_12394,Micromonospora narathiwatensis,MEO_0000701,peat swamp
JCM_12395,Exophiala dermatitidis,MEO_0000198,field soil
JCM_12397,Thiomicrospira thermophila,MEO_0000031,hydrothermal vent
JCM_12398,Agrococcus citreus,MEO_0000333,wall
JCM_12399,Arthrobacter psychrolactophilus,MEO_0000197,farm soil
JCM_12444,Lactobacillus sanfranciscensis,MEO_0000301,sourdough
JCM_12445,Polycephalomyces tomentosus,MEO_0000377,fruit body
JCM_1251,Bifidobacterium adolescentis,MEO_0000046,rumen
JCM_1252,Bifidobacterium angulatum,MEO_0000012,sewage
JCM_1253,Bifidobacterium animalis subsp. animalis,MEO_0000054,feces
JCM_1253,Bifidobacterium animalis subsp. animalis,MEO_0000627,feces
JCM_1254,Bifidobacterium bifidum,MEO_0000484,intestine
JCM_1255,Bifidobacterium bifidum,MEO_0000054,feces
JCM_1255,Bifidobacterium bifidum,MEO_0000627,feces
JCM_12550,Pichia nongkratonensis,MEO_0000400,frass
JCM_12600,Marinicola seohaensis,MEO_0000041,marine water
JCM_12600,Roseivirga seohaensis,MEO_0000041,marine water
JCM_12601,Psychrobacter celer,MEO_0000041,marine water
JCM_12602,Blastococcus aggregatus,MEO_0000041,marine water
JCM_12604,Nocardia neocaledoniensis,MEO_0000007,soil
JCM_12605,Streptomyces aureus,MEO_0000269,hay
JCM_12654,Cladobotryum sp.,MEO_0000377,fruit body
JCM_12655,Cladobotryum sp.,MEO_0000377,fruit body
JCM_12656,Cladobotryum sp.,MEO_0000700,mountain
JCM_12657,Mycobacterium shottsii,MEO_0000084,bay
JCM_12657,Mycobacterium shottsii,MEO_0000619,spleen
JCM_12658,Rhodococcus gordoniae,MEO_0000059,blood
JCM_12659,Streptomyces somaliensis,MEO_0000592,foot
JCM_12701,Lophiostoma breviappendiculatum,MEO_0000082,river
JCM_12702,Lophiostoma breviappendiculatum,MEO_0000082,river
JCM_12703,Massarina clionina,MEO_0000082,river
JCM_12704,Massariosphaeria maxima,MEO_0000082,river
JCM_12705,Haloquadratum walsbyi,MEO_0000044,pond water
JCM_12706,Malikia granosa,MEO_0000118,wastewater treatment plant
JCM_12707,Polyangium cellulosum,MEO_0000007,soil
JCM_12708,Pseudomonas azotifigens,MEO_0000342,compost
JCM_12709,Petromyces alliaceus,MEO_0000318,bulb
JCM_12753,Emericella unguis,MEO_0000423,small artifact
JCM_12755,Aspergillus ustus,MEO_0000220,brine
JCM_12756,Aspergillus versicolor,MEO_0000220,brine
JCM_12758,Aspergillus wentii,MEO_0000007,soil
JCM_12759,Rhodococcus gordoniae,MEO_0000649,contaminated soil
JCM_12800,Paecilomyces variotii,MEO_0000020,dairy product
JCM_12800,Paecilomyces formosus var. brunneolus,MEO_0000020,dairy product
JCM_12801,Talaromyces byssochlamydoides,MEO_0000198,field soil
JCM_12802,Paecilomyces leycettanus,MEO_0000347,mine waste
JCM_12803,Thermoascus crustaceus,MEO_0000198,field soil
JCM_12804,Paecilomyces fulvus,MEO_0000709,fruit extract product
JCM_12805,Byssochlamys fulva,MEO_0000709,fruit extract product
JCM_12807,Paecilomyces verrucosus,MEO_0000056,animal-associated habitat
JCM_12808,Paecilomyces zollerniae,MEO_0000062,wood
JCM_12852,Tetraploa curviappendiculata,MEO_0000753,culm
JCM_12853,Tetraploa longissima,MEO_0000753,culm
JCM_12854,Tetraploa biformis,MEO_0000753,culm
JCM_12854,Tetraploa javanica,MEO_0000753,culm
JCM_12855,Flagelloscypha japonica,MEO_0000379,leaf
JCM_12856,Spirochaeta dissipatitropha,MEO_0000681,alkaline sediment
JCM_12857,Anaerovirgula multivorans,MEO_0000726,soda lake
JCM_12858,Thermococcus barossii,MEO_0000112,rock
JCM_12859,Thermococcus thioreducens,MEO_0000095,ridge
JCM_12903,Dumontinia tuberosa,MEO_0000386,plant root
JCM_12904,Aureohyphozyma astraeicola,MEO_0000419,plant body associated
JCM_12905,Holwaya mucida subsp. nipponica,MEO_0000062,wood
JCM_12906,Hyaloscypha albohyalina var. albohyalina,MEO_0000153,park
JCM_12907,Hyaloscypha aureliella,MEO_0000153,park
JCM_12908,Lachnellula suecica,MEO_0000759,branch
JCM_12909,Lachnum palmae,MEO_0000379,leaf
JCM_12960,Ethanoligenens harbinense,MEO_0000035,waste water
JCM_12961,Ethanoligenens harbinense,MEO_0000035,waste water
JCM_13004,Kitasatospora nipponensis,MEO_0000007,soil
JCM_13005,Kitasatospora paranensis,MEO_0000658,rhizosphere soil
JCM_13006,Kitasatospora terrestris,MEO_0000055,rhizosphere
JCM_13007,Kitasatospora kifunensis,MEO_0000007,soil
JCM_13008,Nocardioides dubius,MEO_0000646,alkaline soil
JCM_13009,Jonesia quinghaiensis,MEO_0000726,soda lake
JCM_1302,Bifidobacterium indicum,MEO_0000470,hindgut
JCM_1305,Brevibacterium ammoniagenes,MEO_0000054,feces
JCM_1305,Brevibacterium ammoniagenes,MEO_0000627,feces
JCM_1306,Brevibacterium ammoniagenes,MEO_0000054,feces
JCM_1306,Corynebacterium ammoniagenes,MEO_0000054,feces
JCM_1306,Brevibacterium ammoniagenes,MEO_0000627,feces
JCM_1306,Corynebacterium ammoniagenes,MEO_0000627,feces
JCM_13060,Pseudomonas fluorescens,MEO_0000007,soil
JCM_13064,Sphaerosporangium melleum,MEO_0000205,sand
JCM_1307,Brevibacterium divaricatum,MEO_0000007,soil
JCM_13115,Caryospora langloisii,MEO_0000753,culm
JCM_13164,Periconia pseudodigitata,MEO_0000695,riverbank
JCM_13164,Periconia pseudodigitata,MEO_0000753,culm
JCM_13165,Periconia pseudodigitata,MEO_0000384,plant debris
JCM_13165,Periconia pseudodigitata,MEO_0000390,stem
JCM_13166,Periconia pseudodigitata,MEO_0000384,plant debris
JCM_13166,Periconia pseudodigitata,MEO_0000753,culm
JCM_13167,Tetraplosphaeria sasicola,MEO_0000753,culm
JCM_13168,Tetraplosphaeria nagasakiensis,MEO_0000753,culm
JCM_13169,Massarina yezoensis,MEO_0000753,culm
JCM_13210,Thermaerobacter litoralis,MEO_0000698,hydrothermal field
JCM_13212,Sulfurimonas paralvinellae,MEO_0000755,nest
JCM_13213,Thermodesulfovibrio aggregans,MEO_0000013,sludge
JCM_13214,Thermodesulfovibrio islandicus,MEO_0000013,sludge
JCM_13215,Thermodesulfovibrio islandicus,MEO_0000013,sludge
JCM_13216,Thermodesulfovibrio thiophilus,MEO_0000670,sewage sludge
JCM_13217,Streptomyces vayuensis,MEO_0000198,field soil
JCM_13217,Streptomyces vayuensis,MEO_0000421,animal body associated
JCM_13218,Sporomusa intestinalis,MEO_0000007,soil
JCM_13218,Sporomusa intestinalis,MEO_0000468,gut
JCM_13262,Candida khmerensis,MEO_0000718,seafood product
JCM_13263,Candida khmerensis,MEO_0000131,food processing factory
JCM_13264,Cladosporium colocasiae,MEO_0000379,leaf
JCM_13265,Bacteroides intestinalis,MEO_0000054,feces
JCM_13265,Bacteroides intestinalis,MEO_0000627,feces
JCM_13266,Bacteroides intestinalis,MEO_0000054,feces
JCM_13266,Bacteroides intestinalis,MEO_0000627,feces
JCM_13267,Howardella ureilytica,MEO_0000046,rumen
JCM_13310,Stenotrophomonas acidaminiphila,MEO_0000714,reactor
JCM_13311,Stenotrophomonas nitritireducens,MEO_0000423,small artifact
JCM_13312,Asanoa iriomotensis,MEO_0000654,mangrove soil
JCM_13313,Nocardia takedensis,MEO_0000066,sediment
JCM_13314,Aeromicrobium marinum,MEO_0000117,surface water
JCM_13315,Agromyces ulmi,MEO_0000765,stump
JCM_13316,Arthrobacter gandavensis,MEO_0000019,milk for drinking and eating
JCM_13317,Brevibacterium linens,MEO_0000093,permafrost
JCM_13318,Brevibacterium linens,MEO_0000659,saline soil
JCM_13319,Brevibacterium picturae,MEO_0000333,wall
JCM_13362,Pseudomonas cissicola,MEO_0000379,leaf
JCM_13363,Kocuria marina,MEO_0000084,bay
JCM_13364,Nocardiopsis salina,MEO_0000659,saline soil
JCM_13365,Nocardioides alkalitolerans,MEO_0000646,alkaline soil
JCM_13366,Rhodococcoides yunnanense,MEO_0000126,forest soil
JCM_13367,Jiangella gansuensis,MEO_0000196,desert
JCM_13368,Clostridium glycyrrhizinilyticum,MEO_0000054,feces
JCM_13368,Clostridium glycyrrhizinilyticum,MEO_0000627,feces
JCM_13369,Clostridium glycyrrhizinilyticum,MEO_0000054,feces
JCM_13369,Clostridium glycyrrhizinilyticum,MEO_0000627,feces
JCM_13413,Psychroserpens mesophilus,MEO_0000116,biofilm
JCM_13414,Kiloniella sp.,MEO_0000023,sea
JCM_13414,Kiloniella sp.,MEO_0000116,biofilm
JCM_13419,Aegerita candida,MEO_0000700,mountain
JCM_13469,Prevotella stercorea,MEO_0000054,feces
JCM_13469,Prevotella stercorea,MEO_0000627,feces
JCM_13470,Anaerostipes caccae,MEO_0000054,feces
JCM_13470,Anaerostipes caccae,MEO_0000627,feces
JCM_13471,Bacteroides dorei,MEO_0000054,feces
JCM_13471,Bacteroides dorei,MEO_0000627,feces
JCM_13472,Phocaeicola dorei,MEO_0000054,feces
JCM_13472,Phocaeicola dorei,MEO_0000627,feces
JCM_13520,Arthrobacter sulfonivorans,MEO_0000055,rhizosphere
JCM_13521,Brevibacterium celere,MEO_0000379,leaf
JCM_13522,Friedmanniella capsulata,MEO_0000014,activated sludge
JCM_13523,Kribbella antibiotica,MEO_0000007,soil
JCM_1355,Aureobacterium testaceum,MEO_0000336,paddy field
JCM_1355,Brevibacterium testaceum,MEO_0000336,paddy field
JCM_1355,Curtobacterium testaceum,MEO_0000336,paddy field
JCM_1356,Aureobacterium testaceum,MEO_0000336,paddy field
JCM_1356,Brevibacterium testaceum,MEO_0000336,paddy field
JCM_1356,Curtobacterium testaceum,MEO_0000336,paddy field
JCM_1357,Aureobacterium testaceum,MEO_0000336,paddy field
JCM_1357,Brevibacterium testaceum,MEO_0000336,paddy field
JCM_1357,Curtobacterium testaceum,MEO_0000336,paddy field
JCM_13572,Mycobacterium intermedium,MEO_0000403,sputum
JCM_13573,Mycobacterium kubicae,MEO_0000403,sputum
JCM_13575,Mycobacterium mucogenicum,MEO_0000621,thyroglossal duct
JCM_13578,Segniliparus rotundus,MEO_0000403,sputum
JCM_13579,Segniliparus rugosus,MEO_0000403,sputum
JCM_1358,Aureobacterium trichothecenolyticum,MEO_0000007,soil
JCM_1359,Brevibacterium helvolum,MEO_0000356,oil brine
JCM_1359,Curtobacterium sp.,MEO_0000356,oil brine
JCM_13621,Cryptococcus antarcticus,MEO_0000007,soil
JCM_13623,Cryptococcus antarcticus,MEO_0000007,soil
JCM_13625,Cryptococcus watticus,MEO_0000007,soil
JCM_13626,Cryptococcus sp.,MEO_0000007,soil
JCM_13629,Cryptococcus sp.,MEO_0000007,soil
JCM_13671,Mycobacterium confluentis,MEO_0000403,sputum
JCM_13672,Marinomonas ostreistagni,MEO_0000074,field of aquaculture
JCM_13673,Cryptococcus sp.,MEO_0000379,leaf
JCM_13674,Bullera sp.,MEO_0000379,leaf
JCM_13675,Bullera sp.,MEO_0000379,leaf
JCM_13676,Bullera sp.,MEO_0000379,leaf
JCM_13677,Bullera sp.,MEO_0000379,leaf
JCM_13678,Sporobolomyces sp.,MEO_0000379,leaf
JCM_13679,Sporobolomyces sp.,MEO_0000379,leaf
JCM_13720,Unidentified yeast,MEO_0000379,leaf
JCM_13721,Bullera sp.,MEO_0000379,leaf
JCM_13722,Bullera sp.,MEO_0000379,leaf
JCM_13723,Sporobolomyces sp.,MEO_0000379,leaf
JCM_13724,Sporobolomyces sp.,MEO_0000379,leaf
JCM_13725,Cryptococcus sp.,MEO_0000379,leaf
JCM_13726,Bullera sp.,MEO_0000379,leaf
JCM_13824,Lacinutrix mariniflava,MEO_0000352,cove
JCM_13981,Pseudomonas pseudoalcaligenes subsp. pseudoalcaligenes,MEO_0000054,feces
JCM_13773,Bullera sp.,MEO_0000379,leaf
JCM_13928,Desulfovirgula thermocuniculi,MEO_0000699,mine
JCM_13729,Bullera sp.,MEO_0000379,leaf
JCM_13932,Actinomadura chokoriensis,MEO_0000205,sand
JCM_13777,Cryptococcus sp.,MEO_0000379,leaf
JCM_13983,Pseudomonas pseudoalcaligenes subsp. pseudoalcaligenes,MEO_0000054,feces
JCM_13878,Aquabacterium sp.,MEO_0000735,daily life water
JCM_13727,Bullera sp.,MEO_0000379,leaf
JCM_13930,Nonomuraea bangladeshensis,MEO_0000205,sand
JCM_13775,Sporobolomyces sp.,MEO_0000379,leaf
JCM_13982,Pseudomonas pseudoalcaligenes subsp. pseudoalcaligenes,MEO_0000054,feces
JCM_13826,Croceitalea dokdonensis,MEO_0000055,rhizosphere
JCM_13986,Pseudomonas psychrophila,MEO_0000498,pharyngeal tonsil
JCM_13779,Sporobolomyces sp.,MEO_0000379,leaf
JCM_13980,Pseudomonas pseudoalcaligenes subsp. pseudoalcaligenes,MEO_0000627,feces
JCM_13771,Bullera sp.,MEO_0000379,leaf
JCM_13879,Massilia aurea,MEO_0000735,daily life water
JCM_13418,Methanocella paludicola,MEO_0000338,rice field
JCM_13881,Simiduia agarivorans,MEO_0000122,coastal water
JCM_13772,Bullera sp.,MEO_0000379,leaf
JCM_13981,Pseudomonas pseudoalcaligenes subsp. pseudoalcaligenes,MEO_0000627,feces
JCM_13821,Lishizhenia caseinilytica,MEO_0000041,marine water
JCM_13983,Pseudomonas pseudoalcaligenes subsp. pseudoalcaligenes,MEO_0000627,feces
JCM_13776,Sporobolomyces sp.,MEO_0000379,leaf
JCM_13931,Nonomuraea coxensis,MEO_0000205,sand
JCM_13728,Bullera sp.,MEO_0000379,leaf
JCM_13827,Croceitalea eckloniae,MEO_0000055,rhizosphere
JCM_13984,Pseudomonas psychrophila,MEO_0000740,river water
JCM_13825,Lacinutrix algicola,MEO_0000352,cove
JCM_13982,Pseudomonas pseudoalcaligenes subsp. pseudoalcaligenes,MEO_0000627,feces
JCM_13774,Bullera setariae,MEO_0000379,leaf
JCM_13929,Nonomuraea maheshkhaliensis,MEO_0000654,mangrove soil
JCM_13770,Bullera sp.,MEO_0000379,leaf
JCM_13878,Aquabacterium sp.,MEO_0000116,biofilm
JCM_13980,Pseudomonas pseudoalcaligenes subsp. pseudoalcaligenes,MEO_0000054,feces
JCM_13778,Sporobolomyces sp.,MEO_0000379,leaf
JCM_13987,Pseudomonas veronii,MEO_0000054,feces
JCM_13987,Pseudomonas veronii,MEO_0000627,feces
JCM_13988,Shewanella algae,MEO_0000053,wound
JCM_14030,Clostridium nitrophenolicum,MEO_0000007,soil
JCM_14031,Halorubrum aquaticum,MEO_0000177,saline lake
JCM_1407,Clostridium oceanicum,MEO_0000040,marine sediment
JCM_14085,Pseudomonas tuomuerensis,MEO_0000755,nest
JCM_14086,Puniceicoccus vermicola,MEO_0000066,sediment
JCM_14086,Puniceicoccus vermicola,MEO_0000490,alimentary system
JCM_14087,Bacillus qingdaonensis,MEO_0000722,salt
JCM_14089,Natronorubrum sulfidifaciens,MEO_0000177,saline lake
JCM_1409,Clostridium barati,MEO_0000483,liver
JCM_1409,Clostridium perenne,MEO_0000483,liver
JCM_14130,Petrakia echinata,MEO_0000767,twig
JCM_14134,Lophiostoma winteri,MEO_0000207,woodland
JCM_14135,Lophiostoma winteri,MEO_0000807,petal
JCM_14139,Massarina bipolaris,MEO_0000062,wood
JCM_14180,Pseudomonas aeruginosa,MEO_0000054,feces
JCM_14180,Pseudomonas aeruginosa,MEO_0000627,feces
JCM_14181,Pseudomonas aeruginosa,MEO_0000054,feces
JCM_14181,Pseudomonas aeruginosa,MEO_0000627,feces
JCM_14182,Pseudomonas aeruginosa,MEO_0000053,wound
JCM_14182,Pseudomonas aeruginosa,MEO_0000557,hip
JCM_14230,Cryptococcus antarcticus var. circumpolaris,MEO_0000153,park
JCM_14231,Cryptococcus antarcticus var. circumpolaris,MEO_0000153,park
JCM_14232,Alkalibacterium indicireducens,MEO_0000424,liquid artifact
JCM_14233,Mycobacterium shinjukuense,MEO_0000403,sputum
JCM_14234,Gordonia defluvii,MEO_0000014,activated sludge
JCM_14234,Gordonia defluvii,MEO_0000365,foam
JCM_14237,Pseudomonas aeruginosa,MEO_0000054,feces
JCM_14237,Pseudomonas aeruginosa,MEO_0000627,feces
JCM_14280,Lactobacillus vini,MEO_0000250,fermented must
JCM_14281,Cellulomonas xylanilytica,MEO_0000062,wood
JCM_14282,Microbacterium ulmi,MEO_0000751,sawdust
JCM_14283,Terrabacter terrae,MEO_0000007,soil
JCM_14284,Xylanibacterium ulmi,MEO_0000062,wood
JCM_14330,Pigmentiphaga daeguensis,MEO_0000035,waste water
JCM_14331,Rheinheimera aquimaris,MEO_0000041,marine water
JCM_14332,Thalassobius aestuarii,MEO_0000066,sediment
JCM_14332,Thalassovita aestuarii,MEO_0000066,sediment
JCM_14338,Catellibacterium changlense,MEO_0000361,snow
JCM_14338,Gemmobacter changlensis,MEO_0000361,snow
JCM_14338,Rhodobacter changlensis,MEO_0000361,snow
JCM_14339,Dermacoccus abyssi,MEO_0000066,sediment
JCM_14387,Cryptococcus albidus,MEO_0000196,desert
JCM_14388,Cryptococcus albidus,MEO_0000196,desert
JCM_14389,Cryptococcus albidus,MEO_0000196,desert
JCM_14437,Cryptococcus sp.,MEO_0000196,desert
JCM_14439,Cryptococcus sp.,MEO_0000196,desert
JCM_14491,Cryptococcus sp.,MEO_0000007,soil
JCM_14492,Cryptococcus sp.,MEO_0000196,desert
JCM_14496,Guehomyces pullulans,MEO_0000007,soil
JCM_14543,Rhodobacter johrii,MEO_0000647,arid soil
JCM_14544,Rhodobacter vinaykumarii,MEO_0000742,tidal water
JCM_14545,Amycolatopsis minnesotensis,MEO_0000007,soil
JCM_14546,Brevibacterium samyangense,MEO_0000351,beach
JCM_14547,Kineococcus marinus,MEO_0000694,coast
JCM_14548,Nocardia harenae,MEO_0000192,beach sand
JCM_14590,Nocardia mexicana,MEO_0000401,pus
JCM_14591,Rhizobium soli,MEO_0000007,soil
JCM_14592,Roseomonas terrae,MEO_0000007,soil
JCM_14593,Pedobacter lentus,MEO_0000007,soil
JCM_14594,Pedobacter terricola,MEO_0000007,soil
JCM_14595,Neptunomonas japonica,MEO_0000066,sediment
JCM_14596,Streptococcus dentirousetti,MEO_0000467,oral cavity
JCM_14598,Rhodobacter megalophilus,MEO_0000007,soil
JCM_14599,Kribbella aluminosa,MEO_0000699,mine
JCM_1463,Curtobacterium psychrophilum,MEO_0000007,soil
JCM_14643,Marinobacter psychrophilus,MEO_0000123,sea ice
JCM_14644,Phaeobacter arcticus,MEO_0000040,marine sediment
JCM_14646,Sporosarcina antarctica,MEO_0000007,soil
JCM_14647,Methylophaga aminisulfidivorans,MEO_0000041,marine water
JCM_14648,Methylobacterium platani,MEO_0000379,leaf
JCM_14649,Bacteroides propionicifaciens,MEO_0000714,reactor
JCM_14690,Microbacterium sp.,MEO_0000390,stem
JCM_14691,Microbacterium sp.,MEO_0000390,stem
JCM_14692,Unidentified actinobacterium,MEO_0000390,stem
JCM_14697,Thalassospira sp.,MEO_0000128,oil contaminated soil
JCM_14697,Thalassospira sp.,MEO_0000192,beach sand
JCM_14698,Citreicella sp.,MEO_0000041,marine water
JCM_14699,Sphingopyxis sp.,MEO_0000041,marine water
JCM_14740,Mycobacterium florentinum,MEO_0000596,lymph node
JCM_14741,Mycobacterium fluoranthenivorans,MEO_0000649,contaminated soil
